instance	g	run	solution	time	status
ftv47	8	10	1454.00	3.46	OK
ftv55	2	1	1625.00	5.57	OK
ftv55	2	2	1645.00	5.55	OK
ftv55	2	3	1645.00	5.54	OK
ftv55	2	4	1625.00	5.53	OK
ftv55	2	5	1645.00	5.59	OK
ftv55	2	6	1645.00	5.56	OK
ftv55	2	7	1645.00	5.56	OK
ftv55	2	8	1625.00	5.54	OK
ftv55	2	9	1625.00	5.53	OK
ftv55	2	10	1645.00	5.54	OK
ftv55	5	1	1581.00	6.62	OK
ftv55	5	2	1581.00	6.61	OK
ftv55	5	3	1581.00	6.53	OK
ftv55	5	4	1581.00	6.54	OK
ftv55	5	5	1602.00	6.49	OK
ftv55	5	6	1581.00	6.57	OK
ftv55	5	7	1581.00	6.60	OK
ftv55	5	8	1602.00	6.58	OK
ftv55	5	9	1581.00	6.60	OK
ftv55	5	10	1581.00	6.52	OK
ftv55	8	1	1586.00	8.99	OK
ftv55	8	2	1586.00	8.86	OK
ftv55	8	3	1586.00	9.01	OK
ftv55	8	4	1586.00	9.02	OK
ftv55	8	5	1606.00	9.14	OK
ftv55	8	6	1586.00	8.98	OK
ftv55	8	7	1586.00	9.04	OK
ftv55	8	8	1586.00	8.83	OK
ftv55	8	9	1665.00	9.14	OK
ftv55	8	10	1586.00	9.03	OK
ftv64	2	1	1594.00	7.05	OK
ftv64	2	2	1594.00	6.90	OK
ftv64	2	3	1583.00	7.01	OK
ftv64	2	4	1583.00	7.00	OK
ftv64	2	5	1594.00	6.98	OK
ftv64	2	6	1594.00	6.93	OK
ftv64	2	7	1583.00	7.00	OK
ftv64	2	8	1583.00	6.95	OK
ftv64	2	9	1594.00	6.96	OK
ftv64	2	10	1594.00	6.97	OK
ftv64	5	1	1615.00	9.98	OK
ftv64	5	2	1615.00	10.01	OK
ftv64	5	3	1606.00	9.69	OK
ftv64	5	4	1606.00	9.82	OK
ftv64	5	5	1606.00	9.79	OK
ftv64	5	6	1606.00	9.95	OK
ftv64	5	7	1606.00	9.82	OK
ftv64	5	8	1615.00	10.06	OK
ftv64	5	9	1606.00	9.72	OK
ftv64	5	10	1606.00	9.81	OK
ftv64	8	1	1657.00	13.15	OK
ftv64	8	2	1657.00	12.94	OK
ftv64	8	3	1657.00	12.98	OK
ftv64	8	4	1657.00	13.14	OK
ftv64	8	5	1657.00	13.09	OK
ftv64	8	6	1657.00	13.09	OK
ftv64	8	7	1657.00	13.03	OK
ftv64	8	8	1657.00	13.06	OK
ftv64	8	9	1657.00	13.03	OK
ftv64	8	10	1657.00	13.07	OK
ftv70	2	1	1669.00	10.10	OK
ftv70	2	2	1669.00	10.20	OK
ftv70	2	3	1669.00	10.13	OK
ftv70	2	4	1669.00	10.03	OK
ftv70	2	5	1669.00	10.14	OK
ftv70	2	6	1669.00	10.05	OK
ftv70	2	7	1669.00	10.14	OK
ftv70	2	8	1669.00	10.16	OK
ftv70	2	9	1669.00	10.38	OK
ftv70	2	10	1669.00	10.12	OK
ftv70	5	1	1695.00	13.07	OK
ftv70	5	2	1723.00	13.01	OK
ftv70	5	3	1709.00	13.10	OK
ftv70	5	4	1723.00	12.95	OK
ftv70	5	5	1723.00	13.18	OK
ftv70	5	6	1695.00	13.00	OK
ftv70	5	7	1669.00	12.96	OK
ftv70	5	8	1723.00	12.97	OK
ftv70	5	9	1695.00	12.98	OK
ftv70	5	10	1723.00	12.94	OK
ftv70	8	1	1788.00	14.85	OK
ftv70	8	2	1788.00	14.76	OK
ftv70	8	3	1788.00	14.88	OK
ftv70	8	4	1788.00	14.92	OK
ftv70	8	5	1802.00	15.27	OK
ftv70	8	6	1788.00	14.80	OK
ftv70	8	7	1788.00	14.81	OK
ftv70	8	8	1788.00	14.86	OK
ftv70	8	9	1788.00	14.81	OK
ftv70	8	10	1788.00	14.81	OK
ftv80	2	1	1712.00	18.06	OK
ftv80	2	2	1712.00	18.00	OK
ftv80	2	3	1712.00	18.03	OK
ftv80	2	4	1712.00	17.88	OK
ftv80	2	5	1712.00	18.10	OK
ftv80	2	6	1712.00	17.96	OK
ftv80	2	7	1712.00	18.73	OK
ftv80	2	8	1712.00	18.44	OK
ftv80	2	9	1712.00	18.24	OK
ftv80	2	10	1712.00	17.97	OK
ftv80	5	1	1448.00	22.01	OK
ftv80	5	2	1415.00	22.12	OK
ftv80	5	3	1415.00	22.19	OK
ftv80	5	4	1448.00	22.12	OK
ftv80	5	5	1415.00	22.04	OK
ftv80	5	6	1448.00	22.14	OK
ftv80	5	7	1415.00	22.04	OK
ftv80	5	8	1415.00	22.08	OK
ftv80	5	9	1415.00	22.28	OK
ftv80	5	10	1448.00	22.75	OK
ftv80	8	1	1409.00	32.71	OK
ftv80	8	2	1409.00	32.57	OK
ftv80	8	3	1409.00	32.45	OK
ftv80	8	4	1409.00	32.56	OK
ftv80	8	5	1409.00	32.75	OK
ftv80	8	6	1409.00	32.81	OK
ftv80	8	7	1409.00	32.48	OK
ftv80	8	8	1409.00	33.10	OK
ftv80	8	9	1456.00	33.78	OK
ftv80	8	10	1409.00	32.54	OK
ftv90	2	1	1491.00	51.32	OK
ftv90	2	2	1491.00	51.88	OK
ftv90	2	3	1491.00	51.34	OK
ftv90	2	4	1491.00	51.51	OK
ftv90	2	5	1491.00	51.83	OK
ftv90	2	6	1491.00	51.24	OK
ftv90	2	7	1491.00	51.58	OK
ftv90	2	8	1491.00	51.33	OK
ftv90	2	9	1491.00	51.33	OK
ftv90	2	10	1491.00	51.72	OK
ftv90	5	1	1561.00	46.65	OK
ftv90	5	2	1491.00	46.89	OK
ftv90	5	3	1491.00	47.02	OK
ftv90	5	4	1561.00	46.87	OK
ftv90	5	5	1491.00	47.05	OK
ftv90	5	6	1491.00	47.46	OK
ftv90	5	7	1561.00	47.03	OK
ftv90	5	8	1561.00	46.72	OK
ftv90	5	9	1513.00	46.96	OK
ftv90	5	10	1491.00	47.00	OK
ftv90	8	1	1556.00	48.13	OK
ftv90	8	2	1556.00	48.35	OK
ftv90	8	3	1556.00	47.95	OK
ftv90	8	4	1556.00	47.84	OK
ftv90	8	5	1556.00	47.98	OK
ftv90	8	6	1556.00	47.93	OK
ftv90	8	7	1556.00	47.97	OK
ftv90	8	8	1556.00	48.09	OK
ftv90	8	9	1556.00	48.40	OK
ftv90	8	10	1556.00	48.08	OK
kro124	2	1	9990.00	3.62	OK
kro124	2	2	9990.00	3.69	OK
kro124	2	3	10218.00	3.79	OK
kro124	2	4	10218.00	3.75	OK
kro124	2	5	9990.00	3.71	OK
kro124	2	6	10218.00	3.75	OK
kro124	2	7	9990.00	3.73	OK
kro124	2	8	9990.00	3.68	OK
kro124	2	9	9990.00	3.66	OK
kro124	2	10	10218.00	3.69	OK
kro124	5	1	18067.00	9.37	OK
kro124	5	2	18067.00	9.32	OK
kro124	5	3	18199.00	9.42	OK
kro124	5	4	18067.00	9.35	OK
kro124	5	5	18067.00	9.22	OK
kro124	5	6	18067.00	9.49	OK
kro124	5	7	17842.00	9.24	OK
kro124	5	8	18189.00	9.34	OK
kro124	5	9	18067.00	9.25	OK
kro124	5	10	18189.00	9.29	OK
kro124	8	1	26514.00	23.42	OK
kro124	8	2	26514.00	23.36	OK
kro124	8	3	26514.00	23.26	OK
kro124	8	4	26514.00	23.28	OK
kro124	8	5	26514.00	23.22	OK
kro124	8	6	26514.00	23.26	OK
kro124	8	7	26514.00	23.20	OK
kro124	8	8	26559.00	22.85	OK
kro124	8	9	26514.00	23.26	OK
kro124	8	10	26514.00	23.16	OK
p43	2	1	371.00	5.17	OK
p43	2	2	371.00	5.22	OK
p43	2	3	371.00	5.20	OK
p43	2	4	371.00	5.22	OK
p43	2	5	371.00	5.28	OK
p43	2	6	371.00	5.24	OK
p43	2	7	371.00	5.16	OK
p43	2	8	371.00	5.22	OK
p43	2	9	371.00	5.11	OK
p43	2	10	371.00	5.16	OK
p43	5	1	371.00	4.77	OK
p43	5	2	371.00	4.72	OK
p43	5	3	371.00	4.81	OK
p43	5	4	371.00	4.72	OK
p43	5	5	371.00	4.77	OK
p43	5	6	371.00	4.70	OK
p43	5	7	371.00	4.72	OK
p43	5	8	371.00	4.79	OK
p43	5	9	371.00	4.70	OK
p43	5	10	371.00	4.68	OK
p43	8	1	371.00	2.59	OK
p43	8	2	371.00	2.68	OK
p43	8	3	371.00	2.64	OK
p43	8	4	371.00	2.64	OK
p43	8	5	371.00	2.62	OK
p43	8	6	371.00	2.67	OK
p43	8	7	371.00	2.65	OK
p43	8	8	371.00	2.68	OK
p43	8	9	371.00	2.65	OK
p43	8	10	371.00	2.73	OK
rbg323	2	1	1293.00	8657.64	OK
rbg323	2	2	1293.00	8499.16	OK
rbg323	2	3	1293.00	8259.16	OK
rbg323	5	1	1308.00	8905.40	OK
rbg323	5	2	1297.00	8705.61	OK
rbg323	5	3	1297.00	8730.29	OK
rbg323	8	1	1290.00	7853.35	OK
rbg323	8	2	1290.00	7735.36	OK
rbg323	8	3	1290.00	7661.89	OK
rbg358	2	1	1187.00	15031.58	OK
rbg358	2	2	1187.00	14986.56	OK
rbg358	2	3	1187.00	14993.24	OK
rbg358	5	1	1180.00	14660.23	OK
rbg358	5	2	1180.00	14670.12	OK
rbg358	5	3	1180.00	14672.68	OK
rbg358	8	1	1180.00	12562.14	OK
rbg358	8	2	1180.00	12672.24	OK
rbg358	8	3	1180.00	12652.69	OK
rbg403	2	1	2102.00	19101.76	OK
rbg403	2	2	2102.00	19167.76	OK
rbg403	2	3	2102.00	19118.76	OK
rbg403	5	1	2107.00	19310.91	OK
rbg403	5	2	2107.00	19410.91	OK
rbg403	5	3	2107.00	19450.91	OK
rbg403	8	1	2097.00	20180.27	OK
rbg403	8	2	2097.00	20120.27	OK
rbg403	8	3	2097.00	20095.27	OK
rbg443	2	1	2442.00	30919.76	OK
rbg443	2	2	2442.00	30819.46	OK
rbg443	2	3	2442.00	30719.36	OK
rbg443	5	1	2451.00	30728.36	OK
rbg443	5	2	2451.00	30628.46	OK
rbg443	5	3	2451.00	30928.57	OK
rbg443	8	1	2413.00	30907.74	OK
rbg443	8	2	2413.00	31507.74	OK
rbg443	8	3	2413.00	31207.74	OK
ry48p	2	1	4426.00	0.65	OK
ry48p	2	2	4426.00	0.65	OK
ry48p	2	3	4426.00	0.65	OK
ry48p	2	4	4426.00	0.65	OK
ry48p	2	5	4426.00	0.65	OK
ry48p	2	6	4426.00	0.64	OK
ry48p	2	7	4426.00	0.65	OK
ry48p	2	8	4426.00	0.70	OK
ry48p	2	9	4426.00	0.66	OK
ry48p	2	10	4426.00	0.70	OK
ry48p	5	1	5983.00	0.91	OK
ry48p	5	2	5983.00	1.24	OK
ry48p	5	3	5983.00	1.26	OK
ry48p	5	4	5983.00	1.25	OK
ry48p	5	5	5983.00	1.23	OK
ry48p	5	6	5983.00	1.22	OK
ry48p	5	7	5983.00	1.22	OK
ry48p	5	8	5983.00	1.22	OK
ry48p	5	9	5983.00	1.23	OK
ry48p	5	10	5983.00	1.23	OK
ry48p	8	1	9555.00	2.75	OK
ry48p	8	2	9555.00	2.73	OK
ry48p	8	3	9555.00	2.72	OK
ry48p	8	4	9555.00	2.73	OK
ry48p	8	5	9555.00	2.74	OK
ry48p	8	6	9555.00	2.71	OK
ry48p	8	7	9555.00	2.74	OK
ry48p	8	8	9555.00	2.81	OK
ry48p	8	9	9555.00	2.73	OK
ry48p	8	10	9555.00	2.71	OK
stilt100_0	2	1	2500962.00	8.56	OK
stilt100_0	2	2	2500962.00	8.48	OK
stilt100_0	2	3	2500962.00	8.55	OK
stilt100_0	2	4	2500962.00	8.49	OK
stilt100_0	2	5	2500962.00	8.44	OK
stilt100_0	2	6	2500962.00	8.47	OK
stilt100_0	2	7	2500962.00	8.50	OK
stilt100_0	2	8	2500962.00	8.33	OK
stilt100_0	2	9	2500962.00	8.65	OK
stilt100_0	2	10	2500962.00	8.52	OK
stilt100_0	5	1	6134158.00	15.35	OK
stilt100_0	5	2	6134158.00	15.32	OK
stilt100_0	5	3	6134158.00	15.37	OK
stilt100_0	5	4	6134158.00	15.30	OK
stilt100_0	5	5	6134158.00	15.21	OK
stilt100_0	5	6	6134158.00	15.25	OK
stilt100_0	5	7	6134158.00	15.30	OK
stilt100_0	5	8	6134158.00	15.35	OK
stilt100_0	5	9	6134158.00	15.24	OK
stilt100_0	5	10	6134158.00	15.29	OK
stilt100_0	8	1	10855735.00	34.77	OK
stilt100_0	8	2	10800504.00	37.03	OK
stilt100_0	8	3	10800504.00	36.87	OK
stilt100_0	8	4	10800504.00	36.79	OK
stilt100_0	8	5	10800504.00	36.82	OK
stilt100_0	8	6	10800504.00	36.48	OK
stilt100_0	8	7	10855735.00	34.53	OK
stilt100_0	8	8	10800504.00	36.79	OK
stilt100_0	8	9	10800504.00	36.79	OK
stilt100_0	8	10	10800504.00	36.71	OK
stilt100_1	2	1	2770087.00	6.60	OK
stilt100_1	2	2	2770087.00	6.80	OK
stilt100_1	2	3	2770087.00	6.80	OK
stilt100_1	2	4	2770087.00	6.77	OK
stilt100_1	2	5	2770087.00	6.78	OK
stilt100_1	2	6	2770087.00	6.72	OK
stilt100_1	2	7	2770087.00	6.79	OK
stilt100_1	2	8	2770087.00	6.79	OK
stilt100_1	2	9	2770087.00	6.81	OK
stilt100_1	2	10	2770087.00	6.73	OK
stilt100_1	5	1	6060291.00	12.31	OK
stilt100_1	5	2	6060291.00	12.22	OK
stilt100_1	5	3	6217759.00	12.11	OK
stilt100_1	5	4	6060291.00	12.26	OK
stilt100_1	5	5	6187472.00	12.13	OK
stilt100_1	5	6	6060291.00	12.45	OK
stilt100_1	5	7	6217759.00	12.09	OK
stilt100_1	5	8	6060291.00	12.31	OK
stilt100_1	5	9	6187472.00	12.13	OK
stilt100_1	5	10	6217759.00	12.09	OK
stilt100_1	8	1	11074565.00	27.64	OK
stilt100_1	8	2	11074565.00	27.51	OK
stilt100_1	8	3	11074565.00	27.56	OK
stilt100_1	8	4	11074565.00	27.49	OK
stilt100_1	8	5	11074565.00	27.73	OK
stilt100_1	8	6	11074565.00	27.68	OK
stilt100_1	8	7	11074565.00	27.59	OK
stilt100_1	8	8	10959801.00	29.15	OK
stilt100_1	8	9	11074565.00	27.48	OK
stilt100_1	8	10	11074565.00	27.58	OK
stilt100_2	2	1	3144702.00	6.29	OK
stilt100_2	2	2	3144702.00	6.28	OK
stilt100_2	2	3	3144702.00	6.33	OK
stilt100_2	2	4	3144702.00	6.37	OK
stilt100_2	2	5	3144702.00	6.31	OK
stilt100_2	2	6	3144702.00	6.47	OK
stilt100_2	2	7	3144702.00	6.32	OK
stilt100_2	2	8	3144702.00	6.33	OK
stilt100_2	2	9	3144702.00	6.30	OK
stilt100_2	2	10	3144702.00	6.34	OK
stilt100_2	5	1	6182414.00	11.99	OK
stilt100_2	5	2	6237002.00	11.98	OK
stilt100_2	5	3	6237002.00	12.02	OK
stilt100_2	5	4	6237002.00	11.87	OK
stilt100_2	5	5	6237002.00	12.01	OK
stilt100_2	5	6	6237002.00	12.10	OK
stilt100_2	5	7	6237002.00	12.11	OK
stilt100_2	5	8	6182414.00	11.94	OK
stilt100_2	5	9	6182414.00	11.88	OK
stilt100_2	5	10	6182414.00	11.99	OK
stilt100_2	8	1	10222260.00	31.01	OK
stilt100_2	8	2	10222260.00	31.28	OK
stilt100_2	8	3	10222260.00	31.04	OK
stilt100_2	8	4	10222260.00	30.88	OK
stilt100_2	8	5	10222260.00	31.00	OK
stilt100_2	8	6	10222260.00	31.18	OK
stilt100_2	8	7	10222260.00	30.86	OK
stilt100_2	8	8	10222260.00	30.86	OK
stilt100_2	8	9	10222260.00	30.77	OK
stilt100_2	8	10	10222260.00	30.93	OK
stilt100_3	2	1	3485139.00	6.23	OK
stilt100_3	2	2	3485139.00	6.27	OK
stilt100_3	2	3	3485139.00	6.25	OK
stilt100_3	2	4	3485139.00	6.23	OK
stilt100_3	2	5	3485139.00	6.25	OK
stilt100_3	2	6	3485139.00	6.22	OK
stilt100_3	2	7	3485139.00	6.27	OK
stilt100_3	2	8	3485139.00	6.22	OK
stilt100_3	2	9	3485139.00	6.19	OK
stilt100_3	2	10	3485139.00	6.26	OK
stilt100_3	5	1	6583386.00	18.03	OK
stilt100_3	5	2	6583386.00	17.99	OK
stilt100_3	5	3	6583386.00	17.99	OK
stilt100_3	5	4	6579360.00	18.03	OK
stilt100_3	5	5	6583386.00	18.06	OK
stilt100_3	5	6	6583386.00	18.07	OK
stilt100_3	5	7	6583386.00	18.04	OK
stilt100_3	5	8	6583386.00	18.16	OK
stilt100_3	5	9	6579360.00	18.23	OK
stilt100_3	5	10	6583386.00	17.91	OK
stilt100_3	8	1	10503752.00	31.43	OK
stilt100_3	8	2	10503752.00	30.96	OK
stilt100_3	8	3	10503752.00	31.09	OK
stilt100_3	8	4	10503752.00	31.15	OK
stilt100_3	8	5	10340831.00	31.54	OK
stilt100_3	8	6	10503752.00	31.28	OK
stilt100_3	8	7	10503752.00	31.14	OK
stilt100_3	8	8	10503752.00	31.18	OK
stilt100_3	8	9	10503752.00	30.95	OK
stilt100_3	8	10	10340831.00	31.55	OK
stilt100_4	2	1	2674644.00	7.69	OK
stilt100_4	2	2	2674644.00	7.93	OK
stilt100_4	2	3	2674644.00	7.95	OK
stilt100_4	2	4	2674644.00	7.93	OK
stilt100_4	2	5	2674644.00	7.99	OK
stilt100_4	2	6	2674644.00	7.95	OK
stilt100_4	2	7	2674644.00	7.92	OK
stilt100_4	2	8	2674644.00	7.97	OK
stilt100_4	2	9	2674644.00	7.93	OK
stilt100_4	2	10	2674644.00	7.92	OK
stilt100_4	5	1	6152357.00	15.22	OK
stilt100_4	5	2	6152357.00	15.26	OK
stilt100_4	5	3	6152357.00	15.09	OK
stilt100_4	5	4	6152357.00	15.17	OK
stilt100_4	5	5	6152357.00	15.16	OK
stilt100_4	5	6	6151224.00	15.11	OK
stilt100_4	5	7	6152357.00	15.11	OK
stilt100_4	5	8	6152357.00	15.20	OK
stilt100_4	5	9	6152357.00	15.15	OK
stilt100_4	5	10	6152357.00	15.04	OK
stilt100_4	8	1	11395634.00	33.93	OK
stilt100_4	8	2	11395634.00	33.74	OK
stilt100_4	8	3	11395634.00	34.17	OK
stilt100_4	8	4	11395634.00	33.85	OK
stilt100_4	8	5	11247655.00	32.69	OK
stilt100_4	8	6	11395634.00	33.91	OK
stilt100_4	8	7	11247655.00	32.72	OK
stilt100_4	8	8	11395634.00	34.01	OK
stilt100_4	8	9	11395634.00	34.24	OK
stilt100_4	8	10	11395634.00	34.21	OK
stilt100_5	2	1	2511776.00	6.78	OK
stilt100_5	2	2	2511776.00	7.02	OK
stilt100_5	2	3	2511776.00	6.95	OK
stilt100_5	2	4	2511776.00	6.93	OK
stilt100_5	2	5	2511776.00	6.96	OK
stilt100_5	2	6	2511776.00	6.89	OK
stilt100_5	2	7	2511776.00	6.99	OK
stilt100_5	2	8	2511776.00	6.86	OK
stilt100_5	2	9	2511776.00	6.89	OK
stilt100_5	2	10	2511776.00	6.87	OK
stilt100_5	5	1	6755753.00	16.19	OK
stilt100_5	5	2	6747204.00	15.75	OK
stilt100_5	5	3	6755753.00	16.16	OK
stilt100_5	5	4	6755753.00	16.06	OK
stilt100_5	5	5	6755753.00	16.08	OK
stilt100_5	5	6	6755753.00	16.10	OK
stilt100_5	5	7	6755753.00	16.09	OK
stilt100_5	5	8	6755753.00	16.14	OK
stilt100_5	5	9	6755753.00	16.14	OK
stilt100_5	5	10	6755753.00	16.08	OK
stilt100_5	8	1	11009548.00	36.73	OK
stilt100_5	8	2	10769169.00	35.88	OK
stilt100_5	8	3	11009548.00	36.55	OK
stilt100_5	8	4	10464341.00	36.89	OK
stilt100_5	8	5	11009548.00	36.58	OK
stilt100_5	8	6	10769169.00	36.58	OK
stilt100_5	8	7	11009548.00	36.41	OK
stilt100_5	8	8	11132037.00	36.28	OK
stilt100_5	8	9	10769169.00	35.97	OK
stilt100_5	8	10	10769169.00	36.06	OK
stilt100_6	2	1	2793186.00	7.02	OK
stilt100_6	2	2	2793186.00	7.02	OK
stilt100_6	2	3	2793186.00	6.96	OK
stilt100_6	2	4	2793186.00	7.00	OK
stilt100_6	2	5	2793186.00	6.96	OK
stilt100_6	2	6	2793186.00	7.00	OK
stilt100_6	2	7	2793186.00	6.99	OK
stilt100_6	2	8	2793186.00	7.02	OK
stilt100_6	2	9	2793186.00	7.01	OK
stilt100_6	2	10	2793186.00	6.98	OK
stilt100_6	5	1	5530495.00	13.83	OK
stilt100_6	5	2	5530495.00	13.84	OK
stilt100_6	5	3	5530495.00	13.83	OK
stilt100_6	5	4	5530495.00	13.83	OK
stilt100_6	5	5	5530495.00	13.81	OK
stilt100_6	5	6	5530495.00	13.80	OK
stilt100_6	5	7	5509618.00	13.77	OK
stilt100_6	5	8	5530495.00	14.09	OK
stilt100_6	5	9	5530495.00	14.01	OK
stilt100_6	5	10	5530495.00	14.23	OK
stilt100_6	8	1	9995726.00	26.00	OK
stilt100_6	8	2	9995726.00	26.05	OK
stilt100_6	8	3	9995726.00	25.84	OK
stilt100_6	8	4	9995726.00	26.35	OK
stilt100_6	8	5	9995726.00	25.90	OK
stilt100_6	8	6	9995726.00	25.80	OK
stilt100_6	8	7	9995726.00	25.92	OK
stilt100_6	8	8	9995726.00	25.93	OK
stilt100_6	8	9	9995726.00	25.94	OK
stilt100_6	8	10	9995726.00	26.15	OK
stilt100_7	2	1	3185244.00	8.14	OK
stilt100_7	2	2	3185244.00	8.30	OK
stilt100_7	2	3	3185244.00	8.09	OK
stilt100_7	2	4	3185244.00	8.10	OK
stilt100_7	2	5	3185244.00	8.37	OK
stilt100_7	2	6	3185244.00	8.36	OK
stilt100_7	2	7	3185244.00	8.17	OK
stilt100_7	2	8	3185244.00	8.13	OK
stilt100_7	2	9	3185244.00	8.13	OK
stilt100_7	2	10	3185244.00	8.35	OK
stilt100_7	5	1	6085162.00	14.83	OK
stilt100_7	5	2	6179085.00	14.98	OK
stilt100_7	5	3	6222610.00	15.10	OK
stilt100_7	5	4	6179085.00	14.92	OK
stilt100_7	5	5	6222610.00	15.23	OK
stilt100_7	5	6	6085162.00	14.91	OK
stilt100_7	5	7	6222610.00	15.31	OK
stilt100_7	5	8	6135457.00	14.82	OK
stilt100_7	5	9	6179085.00	15.00	OK
stilt100_7	5	10	6179085.00	15.12	OK
stilt100_7	8	1	11076213.00	41.66	OK
stilt100_7	8	2	11076213.00	41.74	OK
stilt100_7	8	3	11076213.00	41.74	OK
